starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 22 15:14:37 2020	1603376077	24	26	50	24
Thu Oct 22 15:14:37 2020	1603376077	24	27	51	24
Thu Oct 22 15:14:37 2020	1603376077	27	24	51	23
Thu Oct 22 15:14:37 2020	1603376077	20	31	51	31
Thu Oct 22 15:14:37 2020	1603376077	21	30	52	28
Thu Oct 22 15:14:37 2020	1603376077	31	21	52	21
Thu Oct 22 15:14:37 2020	1603376077	25	27	52	25
Thu Oct 22 15:14:37 2020	1603376077	28	23	52	22
Thu Oct 22 15:14:37 2020	1603376077	25	27	52	25
Thu Oct 22 15:14:37 2020	1603376077	21	31	52	31
Thu Oct 22 15:14:37 2020	1603376077	24	28	52	25
Thu Oct 22 15:14:37 2020	1603376077	28	24	52	23
Thu Oct 22 15:14:37 2020	1603376077	26	26	52	26
Thu Oct 22 15:14:37 2020	1603376077	27	25	52	24
Thu Oct 22 15:14:37 2020	1603376077	30	22	52	21
Thu Oct 22 15:14:37 2020	1603376077	31	22	53	19
Thu Oct 22 15:14:37 2020	1603376077	26	27	53	26
Thu Oct 22 15:14:37 2020	1603376077	26	26	53	24
Thu Oct 22 15:14:37 2020	1603376077	28	25	53	21
Thu Oct 22 15:14:37 2020	1603376077	24	29	53	26
Thu Oct 22 15:14:37 2020	1603376077	27	26	53	23
Thu Oct 22 15:14:37 2020	1603376077	29	24	53	24
Thu Oct 22 15:14:37 2020	1603376077	28	25	53	24
Thu Oct 22 15:14:37 2020	1603376077	28	25	53	19
Thu Oct 22 15:14:37 2020	1603376077	26	27	53	27
Thu Oct 22 15:14:37 2020	1603376077	29	25	53	24
Thu Oct 22 15:14:37 2020	1603376077	27	26	53	24
Thu Oct 22 15:14:37 2020	1603376077	29	25	53	24
Thu Oct 22 15:14:37 2020	1603376077	23	31	54	29
Thu Oct 22 15:14:37 2020	1603376077	29	25	54	23
Thu Oct 22 15:14:37 2020	1603376077	30	23	54	21
Thu Oct 22 15:14:37 2020	1603376077	28	25	54	24
Thu Oct 22 15:14:37 2020	1603376077	25	29	54	28
Thu Oct 22 15:14:37 2020	1603376077	24	29	54	28
Thu Oct 22 15:14:37 2020	1603376077	27	27	54	24
Thu Oct 22 15:14:37 2020	1603376077	28	25	54	25
Thu Oct 22 15:14:37 2020	1603376077	26	27	54	26
Thu Oct 22 15:14:37 2020	1603376077	22	31	54	30
Thu Oct 22 15:14:37 2020	1603376077	30	24	54	21
Thu Oct 22 15:14:37 2020	1603376077	28	26	54	25
Thu Oct 22 15:14:37 2020	1603376077	32	22	54	21
Thu Oct 22 15:14:37 2020	1603376077	31	23	54	23
Thu Oct 22 15:14:41 2020	1603376081	29	25	54	24
Thu Oct 22 15:14:37 2020	1603376077	24	30	54	28
Thu Oct 22 15:14:37 2020	1603376077	30	25	54	23
Thu Oct 22 15:14:37 2020	1603376077	28	26	54	25
Thu Oct 22 15:14:37 2020	1603376077	24	30	54	28
Thu Oct 22 15:14:37 2020	1603376077	26	29	54	28
Thu Oct 22 15:14:37 2020	1603376077	28	26	54	24
Thu Oct 22 15:14:37 2020	1603376077	27	27	55	23
Thu Oct 22 15:14:37 2020	1603376077	29	26	55	26
Thu Oct 22 15:14:37 2020	1603376077	31	23	55	22
Thu Oct 22 15:14:37 2020	1603376077	30	25	55	23
Thu Oct 22 15:14:37 2020	1603376077	29	26	55	24
Thu Oct 22 15:14:37 2020	1603376077	25	30	55	29
Thu Oct 22 15:14:37 2020	1603376077	25	30	55	27
Thu Oct 22 15:14:37 2020	1603376077	25	30	55	26
Thu Oct 22 15:14:37 2020	1603376077	27	27	55	26
Thu Oct 22 15:14:37 2020	1603376077	27	28	55	27
Thu Oct 22 15:14:41 2020	1603376081	25	30	55	28
Thu Oct 22 15:14:37 2020	1603376077	24	31	55	29
Thu Oct 22 15:14:37 2020	1603376077	24	32	55	28
Thu Oct 22 15:14:37 2020	1603376077	26	29	55	28
Thu Oct 22 15:14:37 2020	1603376077	28	27	55	25
Thu Oct 22 15:14:41 2020	1603376081	29	26	55	24
Thu Oct 22 15:14:37 2020	1603376077	23	32	55	30
Thu Oct 22 15:14:37 2020	1603376077	30	26	55	24
Thu Oct 22 15:14:37 2020	1603376077	28	27	55	25
Thu Oct 22 15:14:37 2020	1603376077	26	30	56	29
Thu Oct 22 15:14:41 2020	1603376081	26	30	56	29
Thu Oct 22 15:14:37 2020	1603376077	27	29	56	26
Thu Oct 22 15:14:37 2020	1603376077	28	28	56	27
Thu Oct 22 15:14:41 2020	1603376081	29	27	56	27
Thu Oct 22 15:14:37 2020	1603376077	34	22	56	20
Thu Oct 22 15:14:37 2020	1603376077	28	28	56	25
