starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 22 15:33:44 2020	1603377224	21	20	41	18
Thu Oct 22 15:33:44 2020	1603377224	16	25	42	25
Thu Oct 22 15:33:44 2020	1603377224	19	24	43	21
Thu Oct 22 15:33:44 2020	1603377224	22	21	43	18
Thu Oct 22 15:33:44 2020	1603377224	23	21	43	20
Thu Oct 22 15:33:44 2020	1603377224	21	23	43	21
Thu Oct 22 15:33:44 2020	1603377224	19	26	45	25
Thu Oct 22 15:33:44 2020	1603377224	25	21	46	19
Thu Oct 22 15:33:44 2020	1603377224	21	26	47	24
Thu Oct 22 15:33:47 2020	1603377227	19	28	47	27
Thu Oct 22 15:33:47 2020	1603377227	19	28	47	27
Thu Oct 22 15:33:44 2020	1603377224	24	23	47	21
Thu Oct 22 15:33:47 2020	1603377227	22	26	48	25
Thu Oct 22 15:33:47 2020	1603377227	21	26	48	25
Thu Oct 22 15:33:47 2020	1603377227	20	28	48	27
Thu Oct 22 15:33:46 2020	1603377226	26	22	48	21
Thu Oct 22 15:33:44 2020	1603377224	24	25	48	21
Thu Oct 22 15:33:44 2020	1603377224	23	25	48	24
Thu Oct 22 15:33:47 2020	1603377227	21	28	49	26
Thu Oct 22 15:33:44 2020	1603377224	22	26	49	25
Thu Oct 22 15:33:46 2020	1603377226	24	25	49	25
Thu Oct 22 15:33:47 2020	1603377227	19	30	49	28
Thu Oct 22 15:33:44 2020	1603377224	24	25	49	25
Thu Oct 22 15:33:44 2020	1603377224	22	27	50	26
Thu Oct 22 15:33:44 2020	1603377224	24	25	50	25
Thu Oct 22 15:33:44 2020	1603377224	27	22	50	21
Thu Oct 22 15:33:44 2020	1603377224	25	25	50	20
Thu Oct 22 15:33:45 2020	1603377225	20	30	50	27
Thu Oct 22 15:33:44 2020	1603377224	25	25	50	22
Thu Oct 22 15:33:46 2020	1603377226	28	23	50	21
Thu Oct 22 15:33:44 2020	1603377224	26	25	51	23
Thu Oct 22 15:33:46 2020	1603377226	28	23	51	23
Thu Oct 22 15:33:44 2020	1603377224	24	27	51	26
Thu Oct 22 15:33:46 2020	1603377226	28	23	51	23
Thu Oct 22 15:33:46 2020	1603377226	26	25	51	23
Thu Oct 22 15:33:47 2020	1603377227	21	30	51	28
Thu Oct 22 15:33:47 2020	1603377227	21	30	51	29
Thu Oct 22 15:33:46 2020	1603377226	27	24	51	23
Thu Oct 22 15:33:47 2020	1603377227	18	33	51	29
Thu Oct 22 15:33:44 2020	1603377224	25	26	51	25
Thu Oct 22 15:33:47 2020	1603377227	18	34	51	34
Thu Oct 22 15:33:47 2020	1603377227	24	28	51	26
Thu Oct 22 15:33:46 2020	1603377226	21	30	52	28
Thu Oct 22 15:33:44 2020	1603377224	27	25	52	23
Thu Oct 22 15:33:46 2020	1603377226	21	31	52	29
Thu Oct 22 15:33:46 2020	1603377226	20	32	52	31
Thu Oct 22 15:33:44 2020	1603377224	28	24	52	23
Thu Oct 22 15:33:22 2020	1603377202	22	31	52	29
Thu Oct 22 15:33:46 2020	1603377226	28	25	53	22
Thu Oct 22 15:33:44 2020	1603377224	28	24	53	23
Thu Oct 22 15:33:44 2020	1603377224	26	27	53	26
Thu Oct 22 15:33:46 2020	1603377226	29	24	53	21
Thu Oct 22 15:33:46 2020	1603377226	27	26	53	25
Thu Oct 22 15:33:46 2020	1603377226	26	27	53	26
Thu Oct 22 15:33:45 2020	1603377225	22	31	54	30
Thu Oct 22 15:33:46 2020	1603377226	22	32	54	29
Thu Oct 22 15:33:46 2020	1603377226	22	31	54	29
Thu Oct 22 15:33:46 2020	1603377226	21	33	54	32
Thu Oct 22 15:33:22 2020	1603377202	25	28	54	26
Thu Oct 22 15:33:45 2020	1603377225	26	28	54	26
Thu Oct 22 15:33:47 2020	1603377227	24	30	54	29
Thu Oct 22 15:33:22 2020	1603377202	24	30	54	29
Thu Oct 22 15:33:45 2020	1603377225	22	32	54	30
Thu Oct 22 15:33:46 2020	1603377226	27	27	54	25
Thu Oct 22 15:33:44 2020	1603377224	27	27	55	24
Thu Oct 22 15:33:45 2020	1603377225	25	30	55	28
Thu Oct 22 15:33:46 2020	1603377226	24	31	55	30
